20151113_0092.fit  1  2457339.57030444  717.719  368.082  B  -10.420  0.001
20151113_0092.fit  2  2457339.57030444  512.469  375.848  B  -7.272  0.007
20151113_0092.fit  3  2457339.57030444  818.150  307.131  B  -6.734  0.010
20151113_0093.fit  1  2457339.57347419  716.274  367.653  V  -11.388  0.001
20151113_0093.fit  2  2457339.57347419  511.025  375.270  V  -8.143  0.005
20151113_0093.fit  3  2457339.57347419  816.717  306.481  V  -7.634  0.008
20151113_0094.fit  1  2457339.57629662  717.001  367.329  R  -11.909  0.000
20151113_0094.fit  2  2457339.57629662  510.667  375.169  R  -8.653  0.005
20151113_0094.fit  3  2457339.57629662  816.370  306.429  R  -8.146  0.007
20151113_0095.fit  1  2457339.57923698  718.366  368.156  B  -10.430  0.001
20151113_0095.fit  2  2457339.57923698  513.044  375.948  B  -7.245  0.008
20151113_0095.fit  3  2457339.57923698  818.809  307.462  B  -6.731  0.012
20151113_0096.fit  1  2457339.58101775  716.544  367.370  V  -11.419  0.001
20151113_0096.fit  2  2457339.58101775  511.349  375.139  V  -8.169  0.007
20151113_0096.fit  3  2457339.58101775  817.071  306.402  V  -7.615  0.011
20151113_0097.fit  1  2457339.58245107  716.462  367.555  R  -12.020  0.001
20151113_0097.fit  2  2457339.58245107  511.119  375.295  R  -8.677  0.007
20151113_0097.fit  3  2457339.58245107  816.797  306.587  R  -8.170  0.009
20151113_0098.fit  1  2457339.58567279  718.941  367.983  B  -10.440  0.001
20151113_0098.fit  2  2457339.58567279  513.594  375.717  B  -7.242  0.008
20151113_0098.fit  3  2457339.58567279  819.331  307.163  B  -6.726  0.012
20151113_0099.fit  1  2457339.58745356  717.520  366.880  V  -11.412  0.001
20151113_0099.fit  2  2457339.58745356  512.195  374.597  V  -8.146  0.007
20151113_0099.fit  3  2457339.58745356  817.929  305.758  V  -7.644  0.011
20151113_0100.fit  1  2457339.58854  716.972  366.572  R  -11.922  0.001
20151113_0100.fit  2  2457339.58854  511.638  374.047  R  -8.588  0.010
20151113_0100.fit  3  2457339.58854  817.373  305.527  R  -8.107  0.013
20151113_0101.fit  1  2457339.59055122  719.443  367.481  B  -10.491  0.001
20151113_0101.fit  2  2457339.59055122  514.197  374.971  B  -7.310  0.008
20151113_0101.fit  3  2457339.59055122  819.744  306.382  B  -6.770  0.011
20151113_0102.fit  1  2457339.59233198  717.671  367.491  V  -11.398  0.001
20151113_0102.fit  2  2457339.59233198  512.486  375.067  V  -8.128  0.008
20151113_0102.fit  3  2457339.59233198  818.210  306.434  V  -7.605  0.010
20151113_0103.fit  1  2457339.59341796  717.412  366.994  R  -11.714  0.001
20151113_0103.fit  2  2457339.59341796  512.161  374.692  R  -8.355  0.012
20151113_0103.fit  3  2457339.59341796  817.886  306.085  R  -7.892  0.017
20151113_0104.fit  1  2457339.59487859  719.518  367.736  B  -10.500  0.001
20151113_0104.fit  2  2457339.59487859  514.376  375.165  B  -7.331  0.007
20151113_0104.fit  3  2457339.59487859  819.940  306.863  B  -6.782  0.011
20151113_0105.fit  1  2457339.59665937  718.018  366.747  V  -11.447  0.001
20151113_0105.fit  2  2457339.59665937  512.720  374.360  V  -8.178  0.007
20151113_0105.fit  3  2457339.59665937  818.542  305.782  V  -7.646  0.010
20151113_0106.fit  1  2457339.59774581  717.607  366.568  R  -12.033  0.001
20151113_0106.fit  2  2457339.59774581  512.248  374.148  R  -8.716  0.008
20151113_0106.fit  3  2457339.59774581  818.095  305.595  R  -8.203  0.012
20151113_0107.fit  1  2457339.59920656  719.748  367.419  B  -10.494  0.001
20151113_0107.fit  2  2457339.59920656  514.535  374.988  B  -7.296  0.008
20151113_0107.fit  3  2457339.59920656  820.356  306.579  B  -6.746  0.011
20151113_0108.fit  1  2457339.60098734  718.215  366.677  V  -11.455  0.001
20151113_0108.fit  2  2457339.60098734  512.879  374.457  V  -8.210  0.007
20151113_0108.fit  3  2457339.60098734  818.528  305.770  V  -7.638  0.010
20151113_0109.fit  1  2457339.60207401  717.753  366.676  R  -11.994  0.001
20151113_0109.fit  2  2457339.60207401  512.372  374.201  R  -8.657  0.009
20151113_0109.fit  3  2457339.60207401  818.194  305.472  R  -8.215  0.012
20151113_0110.fit  1  2457339.60353441  720.047  367.088  B  -10.465  0.001
20151113_0110.fit  2  2457339.60353441  514.800  374.659  B  -7.285  0.008
20151113_0110.fit  3  2457339.60353441  820.503  306.113  B  -6.737  0.011
20151113_0111.fit  1  2457339.60531518  718.853  366.183  V  -11.455  0.001
20151113_0111.fit  2  2457339.60531518  513.437  374.137  V  -8.185  0.007
20151113_0111.fit  3  2457339.60531518  819.031  305.516  V  -7.647  0.010
20151113_0112.fit  1  2457339.60640185  718.327  366.370  R  -11.989  0.001
20151113_0112.fit  2  2457339.60640185  512.938  373.731  R  -8.647  0.009
20151113_0112.fit  3  2457339.60640185  818.717  305.157  R  -8.174  0.012
20151113_0113.fit  1  2457339.60786365  720.174  366.755  B  -10.434  0.001
20151113_0113.fit  2  2457339.60786365  514.777  374.330  B  -7.263  0.008
20151113_0113.fit  3  2457339.60786365  820.582  305.786  B  -6.707  0.012
20151113_0114.fit  1  2457339.60964488  718.962  366.037  V  -11.441  0.001
20151113_0114.fit  2  2457339.60964488  513.580  373.650  V  -8.194  0.007
20151113_0114.fit  3  2457339.60964488  819.298  305.105  V  -7.658  0.010
20151113_0115.fit  1  2457339.61073121  718.562  365.584  R  -12.033  0.001
20151113_0115.fit  2  2457339.61073121  513.285  373.247  R  -8.731  0.008
20151113_0115.fit  3  2457339.61073121  819.048  304.654  R  -8.189  0.012
20151113_0116.fit  1  2457339.61219195  720.484  366.276  B  -10.498  0.001
20151113_0116.fit  2  2457339.61219195  515.087  374.170  B  -7.334  0.007
20151113_0116.fit  3  2457339.61219195  820.946  305.242  B  -6.797  0.011
20151113_0117.fit  1  2457339.61397285  719.186  366.130  V  -11.438  0.001
20151113_0117.fit  2  2457339.61397285  513.841  373.816  V  -8.201  0.007
20151113_0117.fit  3  2457339.61397285  819.531  305.151  V  -7.650  0.010
20151113_0118.fit  1  2457339.61505964  718.759  366.066  R  -12.020  0.001
20151113_0118.fit  2  2457339.61505964  513.148  373.762  R  -8.709  0.008
20151113_0118.fit  3  2457339.61505964  818.779  305.136  R  -8.216  0.012
20151113_0119.fit  1  2457339.61651992  720.854  366.192  B  -10.498  0.001
20151113_0119.fit  2  2457339.61651992  515.495  373.686  B  -7.344  0.007
20151113_0119.fit  3  2457339.61651992  821.302  305.356  B  -6.820  0.010
20151113_0120.fit  1  2457339.61830069  719.306  366.167  V  -11.305  0.001
20151113_0120.fit  2  2457339.61830069  513.888  373.957  V  -8.060  0.008
20151113_0120.fit  3  2457339.61830069  819.656  305.478  V  -7.515  0.011
20151113_0121.fit  1  2457339.61938713  719.156  366.088  R  -11.992  0.001
20151113_0121.fit  2  2457339.61938713  513.919  373.265  R  -8.686  0.008
20151113_0121.fit  3  2457339.61938713  819.662  305.462  R  -8.196  0.012
20151113_0122.fit  1  2457339.62084777  720.761  366.729  B  -10.367  0.001
20151113_0122.fit  2  2457339.62084777  515.765  373.944  B  -7.226  0.008
20151113_0122.fit  3  2457339.62084777  821.695  305.840  B  -6.676  0.012
20151113_0123.fit  1  2457339.62262866  719.802  366.018  V  -11.382  0.001
20151113_0123.fit  2  2457339.62262866  514.661  373.161  V  -8.168  0.007
20151113_0123.fit  3  2457339.62262866  820.457  304.800  V  -7.618  0.010
20151113_0124.fit  1  2457339.62371533  719.312  365.470  R  -11.957  0.001
20151113_0124.fit  2  2457339.62371533  514.120  372.869  R  -8.672  0.009
20151113_0124.fit  3  2457339.62371533  819.934  303.964  R  -8.161  0.013
20151113_0125.fit  1  2457339.62517573  721.122  366.188  B  -10.456  0.001
20151113_0125.fit  2  2457339.62517573  515.626  373.766  B  -7.350  0.007
20151113_0125.fit  3  2457339.62517573  821.435  305.225  B  -6.757  0.011
20151113_0126.fit  1  2457339.62695696  720.008  366.108  V  -10.880  0.001
20151113_0126.fit  2  2457339.62695696  514.820  373.609  V  -7.680  0.011
20151113_0126.fit  3  2457339.62695696  820.443  305.123  V  -7.135  0.017
