20151113_0092.fit  1  2457339.57030444  707.672  375.941  B  -10.270  0.001
20151113_0092.fit  2  2457339.57030444  512.488  375.895  B  -7.258  0.006
20151113_0092.fit  3  2457339.57030444  746.194  386.864  B  -7.983  0.004
20151113_0093.fit  1  2457339.57347419  706.398  375.378  V  -11.208  0.001
20151113_0093.fit  2  2457339.57347419  511.017  375.223  V  -8.139  0.005
20151113_0093.fit  3  2457339.57347419  744.779  386.215  V  -8.902  0.003
20151113_0094.fit  1  2457339.57629662  706.077  375.047  R  -11.677  0.000
20151113_0094.fit  2  2457339.57629662  510.667  375.169  R  -8.639  0.004
20151113_0094.fit  3  2457339.57629662  744.492  386.083  R  -9.454  0.002
20151113_0095.fit  1  2457339.57923698  708.458  376.024  B  -10.283  0.001
20151113_0095.fit  2  2457339.57923698  513.044  375.948  B  -7.242  0.007
20151113_0095.fit  3  2457339.57923698  746.929  386.903  B  -7.975  0.004
20151113_0096.fit  1  2457339.58101775  706.628  375.072  V  -11.238  0.001
20151113_0096.fit  2  2457339.58101775  511.277  375.075  V  -8.159  0.006
20151113_0096.fit  3  2457339.58101775  745.028  385.946  V  -8.925  0.004
20151113_0097.fit  1  2457339.58245107  706.493  375.421  R  -11.813  0.001
20151113_0097.fit  2  2457339.58245107  511.087  375.281  R  -8.670  0.006
20151113_0097.fit  3  2457339.58245107  744.945  386.269  R  -9.486  0.003
20151113_0098.fit  1  2457339.58567279  708.890  375.841  B  -10.295  0.001
20151113_0098.fit  2  2457339.58567279  513.625  375.721  B  -7.257  0.007
20151113_0098.fit  3  2457339.58567279  747.408  386.471  B  -7.999  0.004
20151113_0099.fit  1  2457339.58745356  707.609  374.556  V  -11.236  0.001
20151113_0099.fit  2  2457339.58745356  512.374  374.504  V  -8.133  0.007
20151113_0099.fit  3  2457339.58745356  746.095  385.471  V  -8.922  0.004
20151113_0100.fit  1  2457339.58854  707.116  374.320  R  -11.719  0.001
20151113_0100.fit  2  2457339.58854  511.719  374.037  R  -8.574  0.009
20151113_0100.fit  3  2457339.58854  745.537  385.173  R  -9.402  0.005
20151113_0101.fit  1  2457339.59055122  709.491  375.203  B  -10.346  0.001
20151113_0101.fit  2  2457339.59055122  514.071  375.025  B  -7.301  0.007
20151113_0101.fit  3  2457339.59055122  747.907  386.168  B  -8.021  0.004
20151113_0102.fit  1  2457339.59233198  707.722  375.258  V  -11.223  0.001
20151113_0102.fit  2  2457339.59233198  512.449  375.215  V  -8.130  0.007
20151113_0102.fit  3  2457339.59233198  746.289  386.112  V  -8.894  0.004
20151113_0103.fit  1  2457339.59341796  707.467  374.838  R  -11.512  0.001
20151113_0103.fit  2  2457339.59341796  512.136  374.667  R  -8.359  0.011
20151113_0103.fit  3  2457339.59341796  745.873  385.680  R  -9.177  0.006
20151113_0104.fit  1  2457339.59487859  709.669  375.440  B  -10.361  0.001
20151113_0104.fit  2  2457339.59487859  514.352  375.361  B  -7.324  0.007
20151113_0104.fit  3  2457339.59487859  748.078  386.457  B  -8.032  0.004
20151113_0105.fit  1  2457339.59665937  708.045  374.422  V  -11.269  0.001
20151113_0105.fit  2  2457339.59665937  512.734  374.387  V  -8.172  0.006
